ID,Year,Host,State,County,Country,Field,Form.ID,Serial_agar_dilution_for_creating_the_model_..N.20.,hyphal_tip..ht.,DNA.Extraction,lat,long,Size.of.field..acres.,Percentage.Affected,History,Plot,Number.of.Years,Fungicide.This.Year,Chemigation,Applied.for.White.Mold,Fungicide_current_season,molecule.s._current_season,company_current_season,Timing,Applications,Rate,Pre.2015.Fungicides,Number.of.Years.1,Fungicide_previous_seasons,molecule.s._previous_seasons,company_previous_seasons,Timing..Soybean,Notes,Apparently.low.sensitiviy,Group_MOA_current_season,Group_MOA_previous_seasons,Fungicide_status,Selection_fungicides,Source
2142,2015,soybeans,NE,Cedar,USA,78,Sc15-78-04,No,No,No DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,no_tested,no_selected,Farmer fields
2143,2015,soybeans,NE,Cedar,USA,78,Sc15-78-05,Yes,Yes,Yes DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,tested,no_selected,Farmer fields
2144,2015,soybeans,NE,Cedar,USA,78,Sc15-78-06,No,Yes,No DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,no_tested,no_selected,Farmer fields
2145,2015,soybeans,NE,Cedar,USA,78,Sc15-78-07,No,Yes,Yes DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,no_tested,no_selected,Farmer fields
2146,2015,soybeans,NE,Cedar,USA,78,Sc15-78-08,No,Yes,Yes DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,no_tested,no_selected,Farmer fields
2147,2015,soybeans,NE,Cedar,USA,78,Sc15-78-09,No,Yes,Yes DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,no_tested,no_selected,Farmer fields
2148,2015,soybeans,NE,Cedar,USA,78,Sc15-78-10,No,Yes,Yes DNA extraction,42.66064,-97.04809,160-320,15,N,,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3,NA,NA,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,NA,R3-R4,,,Group_3&Group_11,Group_3&Group_11,no_tested,no_selected,Farmer fields
2149,2015,soybeans,NE,Pierce,USA,97,Sc15-97-01,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,tested,no_selected,Farmer fields
2150,2015,soybeans,NE,Pierce,USA,97,Sc15-97-02,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,tested,no_selected,Farmer fields
2151,2015,soybeans,NE,Pierce,USA,97,Sc15-97-03,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2152,2015,soybeans,NE,Pierce,USA,97,Sc15-97-04,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2153,2015,soybeans,NE,Pierce,USA,97,Sc15-97-05,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2154,2015,soybeans,NE,Pierce,USA,97,Sc15-97-06,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2155,2015,soybeans,NE,Pierce,USA,97,Sc15-97-07,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2156,2015,soybeans,NE,Pierce,USA,97,Sc15-97-08,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2157,2015,soybeans,NE,Pierce,USA,97,Sc15-97-09,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2158,2015,soybeans,NE,Pierce,USA,97,Sc15-97-10,No,No,No DNA extraction,42.09579,-97.39894,160-320,75,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2 (7/6) R3 (7/25),NA,NA,Y,,Domark + Headline,tetraconazole + pyraclostrobin,NA,R1-R4,Remmick,,Group_3,Group_3&Group_11,no_tested,selected,Farmer fields
2159,2015,soybeans,NE,Cedar,USA,98,Sc15-98-01,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2160,2015,soybeans,NE,Cedar,USA,98,Sc15-98-02,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,tested,no_selected,Farmer fields
2161,2015,soybeans,NE,Cedar,USA,98,Sc15-98-03,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2162,2015,soybeans,NE,Cedar,USA,98,Sc15-98-04,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2163,2015,soybeans,NE,Cedar,USA,98,Sc15-98-05,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2164,2015,soybeans,NE,Cedar,USA,98,Sc15-98-06,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2165,2015,soybeans,NE,Cedar,USA,98,Sc15-98-07,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2166,2015,soybeans,NE,Cedar,USA,98,Sc15-98-08,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2167,2015,soybeans,NE,Cedar,USA,98,Sc15-98-09,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2168,2015,soybeans,NE,Cedar,USA,98,Sc15-98-10,No,No,No DNA extraction,42.51926,-97.19746,160-320,60,Y,,15+,Y,N,Y,Domark,tetraconazole,NA,R2-R3 (7/11),NA,NA,Y,3,Headline,pyraclostrobin,NA,R3-R4,Kurtzals,TM,Group_3,Group_11,no_tested,selected,Farmer fields
2169,2015,soybeans,NE,Knox,USA,99,Sc15-99-01,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,tested,no_selected,Farmer fields
2170,2015,soybeans,NE,Knox,USA,99,Sc15-99-02,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,tested,no_selected,Farmer fields
2171,2015,soybeans,NE,Knox,USA,99,Sc15-99-03,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2172,2015,soybeans,NE,Knox,USA,99,Sc15-99-04,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2173,2015,soybeans,NE,Knox,USA,99,Sc15-99-05,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2174,2015,soybeans,NE,Knox,USA,99,Sc15-99-06,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2175,2015,soybeans,NE,Knox,USA,99,Sc15-99-07,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2176,2015,soybeans,NE,Knox,USA,99,Sc15-99-08,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2177,2015,soybeans,NE,Knox,USA,99,Sc15-99-09,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2178,2015,soybeans,NE,Knox,USA,99,Sc15-99-10,No,No,No DNA extraction,42.59583,-97.69278,<80,5,N,,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,Carlaw 80,Prothioconazole,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2179,2015,soybeans,NE,Cedar,USA,100,Sc15-100-01,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2180,2015,soybeans,NE,Cedar,USA,100,Sc15-100-02,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2181,2015,soybeans,NE,Cedar,USA,100,Sc15-100-03,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2182,2015,soybeans,NE,Cedar,USA,100,Sc15-100-04,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2183,2015,soybeans,NE,Cedar,USA,100,Sc15-100-05,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2184,2015,soybeans,NE,Cedar,USA,100,Sc15-100-06,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2185,2015,soybeans,NE,Cedar,USA,100,Sc15-100-07,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2186,2015,soybeans,NE,Cedar,USA,100,Sc15-100-08,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2187,2015,soybeans,NE,Cedar,USA,100,Sc15-100-09,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2188,2015,soybeans,NE,Cedar,USA,100,Sc15-100-10,No,No,No DNA extraction,42.64422,-97.32608,160-320,10,Y,,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,NA,R3.5,NA,NA,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,NA,R3-R4,,,Group_7&Group_11,Group_7&Group_11,no_tested,no_selected,Farmer fields
2189,2015,soybeans,NE,Cedar,USA,101,Sc15-101-01,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,tested,no_selected,Farmer fields
2190,2015,soybeans,NE,Cedar,USA,101,Sc15-101-02,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,tested,no_selected,Farmer fields
2191,2015,soybeans,NE,Cedar,USA,101,Sc15-101-03,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2192,2015,soybeans,NE,Cedar,USA,101,Sc15-101-04,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2193,2015,soybeans,NE,Cedar,USA,101,Sc15-101-05,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2194,2015,soybeans,NE,Cedar,USA,101,Sc15-101-06,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2195,2015,soybeans,NE,Cedar,USA,101,Sc15-101-07,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2196,2015,soybeans,NE,Cedar,USA,101,Sc15-101-08,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2197,2015,soybeans,NE,Cedar,USA,101,Sc15-101-09,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2198,2015,soybeans,NE,Cedar,USA,101,Sc15-101-10,No,No,No DNA extraction,42.61699,-97.35533,80-160,10,N,,,Y,N,Y,Domark,tetraconazole,NA,R3.5 (7/23),NA,NA,Y,2,Headline,pyraclostrobin,NA,R3-R4,Steffer,,Group_3,Group_11,no_tested,selected,Farmer fields
2199,2015,soybeans,NE,Antelope,USA,102,Sc15-102-01,No,No,No DNA extraction,41.945614,-97.97488,80-160,5,Y,,?,Y,,,Topsin,thiophanate_methyl,NA,"1st Flower, 21 days after 1st Application",NA,NA,Y,>10,Topsin,thiophanate_methyl,NA,1st Flower & 21 days after 1st application,Dry Edible Beans SW Holbrook,,Group_one,Group_one,tested,no_selected,Farmer fields
2200,2015,soybeans,NE,Antelope,USA,103,Sc15-103-01,No,No,No DNA extraction,42.222776,-97.931081,<80,5,N,,,Y,,,Topsin,thiophanate_methyl,NA,"1st flower, same treatment 21 days later",NA,NA,Y,>10,Topsin,thiophanate_methyl,NA,1st Flower & 21 days after 1st application,Dry Edible Beans Couch,,Group_one,Group_one,no_tested,no_selected,Farmer fields
2201,2015,soybeans,NE,Kearney,USA,104,Sc15-104-01,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2202,2015,soybeans,NE,Kearney,USA,104,Sc15-104-02,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2203,2015,soybeans,NE,Kearney,USA,10,Sc15-104-03,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2204,2015,soybeans,NE,Kearney,USA,10,Sc15-104-04,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2205,2015,soybeans,NE,Kearney,USA,10,Sc15-104-05,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2206,2015,soybeans,NE,Kearney,USA,10,Sc15-104-06,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2207,2015,soybeans,NE,Kearney,USA,10,Sc15-104-07,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2208,2015,soybeans,NE,Kearney,USA,10,Sc15-104-08,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2209,2015,soybeans,NE,Kearney,USA,10,Sc15-104-09,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2210,2015,soybeans,NE,Kearney,USA,10,Sc15-104-10,No,No,No DNA extraction,42.298749,-98.235265,80-160,10,N,,,N,N,N,unknown,unknown,NA,,NA,NA,Y,5,unknown,unknown,NA,,Letter Attached,,unknown,unknown,no_tested,no_selected,Farmer fields
2211,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-01,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2212,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-02,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2213,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-03,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2214,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-04,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2215,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-05,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2216,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-06,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2218,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-09,No,No,No DNA extraction,42.695,-86.009,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
2220,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-01,Yes,Yes,No DNA extraction,41.839,-84.703,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
2221,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-02*,No,Yes,Yes DNA extraction,41.839,-84.703,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
