"","ID","Year","Host","State","County","Country","Field","Form.ID","Serial_agar_dilution_for_creating_the_model_..N.20.","Origin","hyphal_tip..ht.","DNA.Extraction","lat","long","Size.of.field..acres.","Percentage.Affected","History","Plot","Number.of.Years","Fungicide.This.Year","Chemigation","Applied.for.White.Mold","Fungicide_current_season","molecule.s._current_season","company_current_season","Timing","Applications","Rate","Pre.2015.Fungicides","Number.of.Years.1","Fungicide_previous_seasons","molecule.s._previous_seasons","company_previous_seasons","Timing..Soybean","Notes","Apparently.low.sensitiviy","Group_MOA_current_season","Group_MOA_previous_seasons","Field_Names"
"1644",1838,2017,"soybeans","NE","Antelope","USA","ant",NA,"No","Survey",NA,NA,42.3461,-97.9712,NA,NA,"Farmer- Doug Forbes Treated: Priaxor  Sample Sc17-036-08",NA,NA,NA,NA,NA,"Priaxor","fluxapyroxad + pyraclostrobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7&Group_11","unknown","2017_ant"
"1645",1839,2017,"soybeans","NE","Antelope","USA","ant",NA,"No","Survey",NA,NA,42.3461,-97.9712,NA,NA,"Farmer- Doug Forbes Treated: Priaxor  Sample Sc17-036-09",NA,NA,NA,NA,NA,"Priaxor","fluxapyroxad + pyraclostrobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7&Group_11","unknown","2017_ant"
"1646",1840,2017,"soybeans","NE","Antelope","USA","ant",NA,"No","Survey",NA,NA,42.3461,-97.9712,NA,NA,"Farmer- Doug Forbes Treated: Priaxor  Sample Sc17-036-10",NA,NA,NA,NA,NA,"Priaxor","fluxapyroxad + pyraclostrobin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7&Group_11","unknown","2017_ant"
"1647",1841,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-01 ",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1648",1842,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-02",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1649",1843,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-03",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1650",1844,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-04",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1651",1845,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-05",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1652",1846,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-06",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1653",1847,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-07",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1654",1848,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-08",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1655",1849,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-09",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1656",1850,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.667724,-98.893336,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-028-10",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson 5 mi north, 2 mi east",NA,"Group_3","unknown","2017_holt"
"1657",1851,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.644901,-98.893646,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-026-01",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson (4 mi north, 2 mi east), Holt County, NE Field 10-20% affected by WM, treated: Domark at R1&R3 stage",NA,"Group_3","unknown","2017_holt"
"1658",1852,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.644901,-98.893646,NA,NA,"Farmer- Mike Rentschler  Treated: Domark  Sample Sc17-026-02",NA,NA,NA,NA,NA,"Domark","tetraconazole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881st Rd & 478th Ave, Atkinson (4 mi north, 2 mi east), Holt County, NE Field 10-20% affected by WM, treated: Domark at R1&R3 stage",NA,"Group_3","unknown","2017_holt"
"1659",1853,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.54409,-99.117068,NA,NA,"Farmer- Frank Funk   Field not Treated   Sample Sc17-015-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It does not say an specific GPS point so we gave a random point",NA,"unknown","unknown","2017_holt"
"1660",1854,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.54409,-99.117068,NA,NA,"Bollwitt Farms  Treated: T-methyl and Sanidate   Sample Sc17-013-02",NA,NA,NA,NA,NA,"T-methyl","thiophanate_methyl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It does not say an specific GPS point so we gave a random point",NA,"Group_one","unknown","2017_holt"
"1661",1855,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.54409,-99.117068,NA,NA,"Bollwitt Farms  Treated: T-methyl and Sanidate   Sample Sc17-013-03",NA,NA,NA,NA,NA,"T-methyl","thiophanate_methyl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It does not say an specific GPS point so we gave a random point",NA,"Group_one","unknown","2017_holt"
"1662",1856,2017,"soybeans","NE","Holt","USA","holt",NA,"No","Survey",NA,NA,42.54409,-99.117068,NA,NA,"Bollwitt Farms  Treated: T-methyl and Sanidate   Sample Sc17-013-04",NA,NA,NA,NA,NA,"T-methyl","thiophanate_methyl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It does not say an specific GPS point so we gave a random point",NA,"Group_one","unknown","2017_holt"
"1663",1857,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_01","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1664",1858,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_02","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1665",1859,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_03","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1666",1860,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_04","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1667",1861,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_05","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1668",1862,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_06","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1669",1863,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_07","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1670",1864,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_08","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1671",1865,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_09","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1672",1866,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_10","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1673",1867,2017,"drybeans","SIN","El_Fuerte","mexico","arr","Scc_MX_EA_11","No","Survey",NA,NA,25.819059,-108.866155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_arr"
"1674",1868,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_01","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1675",1869,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_02","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1676",1870,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_03","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1677",1871,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_04","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1678",1872,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_05","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1679",1873,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_06","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1680",1874,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_07","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1681",1875,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_08","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1682",1876,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_09","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1683",1877,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_10","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1684",1878,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_11","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1685",1879,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_12","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1686",1880,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_13","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1687",1881,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_14","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1688",1882,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_15","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1689",1883,2017,"drybeans","SIN","Guasave","mexico","ini","Scc_MX_IN_16","No","Survey",NA,NA,25.763223,-108.814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ini"
"1690",1884,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_01","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1691",1885,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_02","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1692",1886,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_03","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1693",1887,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_04","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1694",1888,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_05","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1695",1889,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_06","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1696",1890,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_07","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1697",1891,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_08","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1698",1892,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_09","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1699",1893,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_10","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1700",1894,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_11","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1701",1895,2017,"drybeans","SIN","Guasave","mexico","ley","Scc_MX_CL_12","No","Survey",NA,NA,25.50389,-108.376793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ley"
"1702",1896,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_01","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1703",1897,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_02","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1704",1898,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_03","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1705",1899,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_04","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1706",1900,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_05","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1707",1901,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_06","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1708",1902,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_07","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1709",1903,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_08","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1710",1904,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_09","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1711",1905,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_10","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1712",1906,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_11","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1713",1907,2017,"drybeans","SIN","Sinaloa_ de_leyva","mexico","pre","Scc_MX_LP_12","No","Survey",NA,NA,25.767354,-108.538957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_pre"
"1714",1908,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_01","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1715",1909,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_02","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1716",1910,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_03","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1717",1911,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_04","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1718",1912,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_05","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1719",1913,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_06","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1720",1914,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_07","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1721",1915,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_08","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1722",1916,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_09","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1723",1917,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_10","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1724",1918,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_11","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1725",1919,2017,"drybeans","SIN","Guasave","mexico","ru","Scc_MX_RC_12","No","Survey",NA,NA,25.710166,-108.711674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ru"
"1726",1920,2017,"drybeans","SIN","Guasave","mexico","ca","Scc_MX_CC_01","No","Survey",NA,NA,25.657675,-108.779133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_ca"
