Collection_ID,Year,Host,State,County,Country,Field,Form ID,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Fungicide_current_season,molecule(s)_current_season,company_current_season,Timing,Applications,Rate,Pre-2015 Fungicides,Number of Years,Fungicide_previous_seasons,molecule(s)_previous_seasons,company_previous_seasons,Timing: Soybean,Notes,Apparently low sensitiviy
2008,2015,soybeans,NE,Antelope,USA,22,Sc15-22-08,No,Survey,No,No,41.974958,98.099471,80-160,30,Y,2,N,,,,,,,,,Y,1,Headline,pyraclostrobin,,,Channel 2402,
2009,2015,soybeans,NE,Antelope,USA,22,Sc15-22-09,No,Survey,No,No,41.974958,98.099471,80-160,30,Y,2,N,,,,,,,,,Y,1,Headline,pyraclostrobin,,,Channel 2402,
2010,2015,soybeans,NE,Antelope,USA,22,Sc15-22-10,No,Survey,No,No,41.974958,98.099471,80-160,30,Y,2,N,,,,,,,,,Y,1,Headline,pyraclostrobin,,,Channel 2402,
2011,2015,soybeans,NE,Antelope,USA,23,Sc15-23-05,No,Survey,No,No,41.974958,98.099471,80-160,70,N,,N,,,,,,,,,,,,,,,Producers 2500,TM 
2012,2015,soybeans,NE,Antelope,USA,23,Sc15-23-06,No,Survey,No,No,41.974958,98.099471,80-160,70,N,,N,,,,,,,,,,,,,,,Producers 2500,TM 
2013,2015,soybeans,NE,Antelope,USA,23,Sc15-23-07,No,Survey,No,No,41.974958,98.099471,80-160,70,N,,N,,,,,,,,,,,,,,,Producers 2500,TM 
2014,2015,soybeans,NE,Antelope,USA,23,Sc15-23-08,No,Survey,No,No,41.974958,98.099471,80-160,70,N,,N,,,,,,,,,,,,,,,Producers 2500,TM 
2015,2015,soybeans,NE,Antelope,USA,23,Sc15-23-09,No,Survey,No,No,41.974958,98.099471,80-160,70,N,,N,,,,,,,,,,,,,,,Producers 2500,TM 
2016,2015,soybeans,NE,Antelope,USA,23,Sc15-23-10,No,Survey,No,No,41.974958,98.099471,80-160,70,N,,N,,,,,,,,,,,,,,,Producers 2500,
2017,2015,soybeans,NE,Antelope,USA,24,Sc15-24-06,No,Survey,No,No,42.070718,98.238684,80-160,15,Y,2,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,42213,,,N,,,,,,Asgrow 3034,
2018,2015,soybeans,NE,Antelope,USA,24,Sc15-24-07,No,Survey,No,No,42.070718,98.238684,80-160,15,Y,2,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,42213,,,N,,,,,,Asgrow 3034,
2019,2015,soybeans,NE,Antelope,USA,24,Sc15-24-08,No,Survey,No,No,42.070718,98.238684,80-160,15,Y,2,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,42213,,,N,,,,,,Asgrow 3034,
2020,2015,soybeans,NE,Antelope,USA,24,Sc15-24-09,No,Survey,No,No,42.070718,98.238684,80-160,15,Y,2,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,42213,,,N,,,,,,Asgrow 3034,
2021,2015,soybeans,NE,Antelope,USA,24,Sc15-24-10,No,Survey,No,No,42.070718,98.238684,80-160,15,Y,2,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,42213,,,N,,,,,,Asgrow 3034,
2022,2015,soybeans,NE,Antelope,USA,25,Sc15-25-06,No,Survey,No,No,42.120722,98.025694,160-320,60,Y,7,Y,N,Y,Priaxor,fluxapyroxad + pyraclostrobin,,R1-R2,,,Y,4,Headline,pyraclostrobin,,R2-R3,Croplan 2440,
2023,2015,soybeans,NE,Antelope,USA,25,Sc15-25-07,No,Survey,No,No,42.120722,98.025694,160-320,60,Y,7,Y,N,Y,Priaxor,fluxapyroxad + pyraclostrobin,,R1-R2,,,Y,4,Headline,pyraclostrobin,,R2-R3,Croplan 2440,
2024,2015,soybeans,NE,Antelope,USA,25,Sc15-25-08,No,Survey,No,No,42.120722,98.025694,160-320,60,Y,7,Y,N,Y,Priaxor,fluxapyroxad + pyraclostrobin,,R1-R2,,,Y,4,Headline,pyraclostrobin,,R2-R3,Croplan 2440,
2025,2015,soybeans,NE,Antelope,USA,25,Sc15-25-09,No,Survey,No,No,42.120722,98.025694,160-320,60,Y,7,Y,N,Y,Priaxor,fluxapyroxad + pyraclostrobin,,R1-R2,,,Y,4,Headline,pyraclostrobin,,R2-R3,Croplan 2440,
2026,2015,soybeans,NE,Antelope,USA,25,Sc15-25-10,No,Survey,No,No,42.120722,98.025694,160-320,60,Y,7,Y,N,Y,Priaxor,fluxapyroxad + pyraclostrobin,,R1-R2,,,Y,4,Headline,pyraclostrobin,,R2-R3,Croplan 2440,
2027,2015,soybeans,NE,Dodge,USA,34,Sc15-34-01,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2028,2015,soybeans,NE,Dodge,USA,34,Sc15-34-02,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2029,2015,soybeans,NE,Dodge,USA,34,Sc15-34-03,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2030,2015,soybeans,NE,Dodge,USA,34,Sc15-34-04,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2031,2015,soybeans,NE,Dodge,USA,34,Sc15-34-05,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2032,2015,soybeans,NE,Dodge,USA,34,Sc15-34-06,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2033,2015,soybeans,NE,Dodge,USA,34,Sc15-34-07,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2034,2015,soybeans,NE,Dodge,USA,34,Sc15-34-08,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2035,2015,soybeans,NE,Dodge,USA,34,Sc15-34-09,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2036,2015,soybeans,NE,Dodge,USA,34,Sc15-34-10,No,Survey,No,No,41.751242,96.642922,<80,70,Y,8,Y,N,Y,Domark,tetraconazole,,42217,,,N,,,,,,,
2037,2015,soybeans,NE,Dodge,USA,35,Sc15-35-01,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2038,2015,soybeans,NE,Dodge,USA,35,Sc15-35-02,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2039,2015,soybeans,NE,Dodge,USA,35,Sc15-35-03,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2040,2015,soybeans,NE,Dodge,USA,35,Sc15-35-04,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2041,2015,soybeans,NE,Dodge,USA,35,Sc15-35-05,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2042,2015,soybeans,NE,Dodge,USA,35,Sc15-35-06,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2043,2015,soybeans,NE,Dodge,USA,35,Sc15-35-07,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2044,2015,soybeans,NE,Dodge,USA,35,Sc15-35-08,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2045,2015,soybeans,NE,Dodge,USA,35,Sc15-35-09,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2046,2015,soybeans,NE,Dodge,USA,35,Sc15-35-10,No,Survey,No,No,41.765861,96.626387,<80,10,N,,N,N,N,,,,,,,N,,,,,,,Picoxystrobin
2047,2015,soybeans,NE,Boone,USA,45,Sc15-45-01,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2048,2015,soybeans,NE,Boone,USA,45,Sc15-45-02,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2049,2015,soybeans,NE,Boone,USA,45,Sc15-45-03,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2050,2015,soybeans,NE,Boone,USA,45,Sc15-45-04,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2051,2015,soybeans,NE,Boone,USA,45,Sc15-45-05,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2052,2015,soybeans,NE,Boone,USA,45,Sc15-45-06,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2053,2015,soybeans,NE,Boone,USA,45,Sc15-45-07,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2054,2015,soybeans,NE,Boone,USA,45,Sc15-45-08,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2055,2015,soybeans,NE,Boone,USA,45,Sc15-45-09,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2056,2015,soybeans,NE,Boone,USA,45,Sc15-45-10,No,Survey,No,No,41.8687889,97.88607,<80,10-May,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2057,2015,soybeans,NE,Boone,USA,46,Sc15-46-01,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2058,2015,soybeans,NE,Boone,USA,46,Sc15-46-02,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2059,2015,soybeans,NE,Boone,USA,46,Sc15-46-03,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2060,2015,soybeans,NE,Boone,USA,46,Sc15-46-04,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2061,2015,soybeans,NE,Boone,USA,46,Sc15-46-05,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2062,2015,soybeans,NE,Boone,USA,46,Sc15-46-06,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2063,2015,soybeans,NE,Boone,USA,46,Sc15-46-07,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2064,2015,soybeans,NE,Boone,USA,46,Sc15-46-08,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2065,2015,soybeans,NE,Boone,USA,46,Sc15-46-09,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2066,2015,soybeans,NE,Boone,USA,46,Sc15-46-10,No,Survey,No,No,41.8690083,97.89613,80-160,15-Oct,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R3,,,Y,2,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,
2067,2015,soybeans,NE,Holt,USA,47,Sc15-47-01,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2068,2015,soybeans,NE,Holt,USA,47,Sc15-47-02,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2069,2015,soybeans,NE,Holt,USA,47,Sc15-47-03,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2070,2015,soybeans,NE,Holt,USA,47,Sc15-47-04,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2071,2015,soybeans,NE,Holt,USA,47,Sc15-47-05,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2072,2015,soybeans,NE,Holt,USA,47,Sc15-47-06,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2073,2015,soybeans,NE,Holt,USA,47,Sc15-47-07,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2074,2015,soybeans,NE,Holt,USA,47,Sc15-47-08,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2075,2015,soybeans,NE,Holt,USA,47,Sc15-47-09,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2076,2015,soybeans,NE,Holt,USA,47,Sc15-47-10,No,Survey,No,No,42.162042,98.324697,160 quarter section,20,N,,N,N,N,,,,,,,N,,,,,,,
2077,2015,soybeans,NE,Boone,USA,48,Sc15-48-01,No,Survey,No,No,41.8685306,98.0606027,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2078,2015,soybeans,NE,Boone,USA,48,Sc15-48-02,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2079,2015,soybeans,NE,Boone,USA,48,Sc15-48-03,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2080,2015,soybeans,NE,Boone,USA,48,Sc15-48-04,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2081,2015,soybeans,NE,Boone,USA,48,Sc15-48-05,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2082,2015,soybeans,NE,Boone,USA,48,Sc15-48-06,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2083,2015,soybeans,NE,Boone,USA,48,Sc15-48-07,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2084,2015,soybeans,NE,Boone,USA,48,Sc15-48-08,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2085,2015,soybeans,NE,Boone,USA,48,Sc15-48-09,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2086,2015,soybeans,NE,Boone,USA,48,Sc15-48-10,No,Survey,No,No,41.86853056,98.06055556,<80,25,N,,Y,N,N,Viathon,tebuconazole + potassium phosphite,,R2,,,Y,,,,,R2,,
2087,2015,soybeans,NE,Sherman,USA,60,Sc15-60-01,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2088,2015,soybeans,NE,Sherman,USA,60,Sc15-60-02,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2089,2015,soybeans,NE,Sherman,USA,60,Sc15-60-03,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2090,2015,soybeans,NE,Sherman,USA,60,Sc15-60-04,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2091,2015,soybeans,NE,Sherman,USA,60,Sc15-60-05,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2092,2015,soybeans,NE,Sherman,USA,60,Sc15-60-06,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2093,2015,soybeans,NE,Sherman,USA,60,Sc15-60-07,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2094,2015,soybeans,NE,Sherman,USA,60,Sc15-60-08,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2095,2015,soybeans,NE,Sherman,USA,60,Sc15-60-09,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2096,2015,soybeans,NE,Sherman,USA,60,Sc15-60-10,No,Survey,No,No,41.375732,99.012641,<80,20,N,,N,N,N,,,,,,,N,,,,,,,
2097,2015,soybeans,NE,Kearney,USA,62,Sc15-62-01,No,Survey,No,No,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2098,2015,soybeans,NE,Kearney,USA,62,Sc15-62-02,Yes,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2099,2015,soybeans,NE,Kearney,USA,62,Sc15-62-03,Yes,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2100,2015,soybeans,NE,Kearney,USA,62,Sc15-62-04,Yes,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2101,2015,soybeans,NE,Kearney,USA,62,Sc15-62-05,No,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2102,2015,soybeans,NE,Kearney,USA,62,Sc15-62-06,No,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2103,2015,soybeans,NE,Kearney,USA,62,Sc15-62-07,No,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2104,2015,soybeans,NE,Kearney,USA,62,Sc15-62-08,No,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2105,2015,soybeans,NE,Kearney,USA,62,Sc15-62-09,No,Survey,No,No,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2106,2015,soybeans,NE,Kearney,USA,62,Sc15-62-10,Yes,Survey,Yes,Yes,40.410571,98.823869,80-160,10-May,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3,,,Y,5,Headline,pyraclostrobin,,V3,Letter Attached,
2107,2015,soybeans,NE,Cuming,USA,66,Sc15-66-01,No,Survey,No,No,41.763452,96.640897,80-160,10,N,,Y,N,N,Quilt Xcel,propiconazole + azoxystrobin,,,,,Y,,Quilt Xcel,propiconazole + azoxystrobin,,,Return Address on Packet,
2108,2015,soybeans,NE,Cedar,USA,67,Sc15-67-01,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2109,2015,soybeans,NE,Cedar,USA,67,Sc15-67-02,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2110,2015,soybeans,NE,Cedar,USA,67,Sc15-67-03,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2111,2015,soybeans,NE,Cedar,USA,67,Sc15-67-04,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2112,2015,soybeans,NE,Cedar,USA,67,Sc15-67-05,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2113,2015,soybeans,NE,Cedar,USA,67,Sc15-67-06,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2114,2015,soybeans,NE,Cedar,USA,67,Sc15-67-07,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2115,2015,soybeans,NE,Cedar,USA,67,Sc15-67-08,No,Survey,No,No,42.55724,97.3541,80-161,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2116,2015,soybeans,NE,Cedar,USA,67,Sc15-67-09,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2117,2015,soybeans,NE,Cedar,USA,67,Sc15-67-10,No,Survey,No,No,42.55724,97.3541,80-160,10,Y,4,Y,N,N,Domark,tetraconazole,,R3.5,,,Y,2,Headline,pyraclostrobin,,,Strivens Terraces,Picoxystrobin
2118,2015,soybeans,NE,Greeley,USA,68,Sc15-68-01,No,Survey,No,No,41.681822,98.354464,80-160,15-Oct,N,,N,N,N,,,,,,,Y,3,,,,,,
2119,2015,soybeans,NE,Antelope,USA,69,Sc15-69-01,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2120,2015,soybeans,NE,Antelope,USA,69,Sc15-69-02,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2121,2015,soybeans,NE,Antelope,USA,69,Sc15-69-03,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2122,2015,soybeans,NE,Antelope,USA,69,Sc15-69-04,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2123,2015,soybeans,NE,Antelope,USA,69,Sc15-69-05,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2124,2015,soybeans,NE,Antelope,USA,69,Sc15-69-06,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2125,2015,soybeans,NE,Antelope,USA,69,Sc15-69-07,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2126,2015,soybeans,NE,Antelope,USA,69,Sc15-69-08,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2127,2015,soybeans,NE,Antelope,USA,69,Sc15-69-09,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2128,2015,soybeans,NE,Antelope,USA,69,Sc15-69-10,No,Survey,No,No,41.68444,98.356256,80-160,25,N,,Y,Y,Y,Priaxor,fluxapyroxad + pyraclostrobin,,"R3,R4",,,N,,,,,,,
2129,2015,soybeans,NE,Antelope,USA,75,Sc15-75-01,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2130,2015,soybeans,NE,Antelope,USA,75,Sc15-75-02,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2131,2015,soybeans,NE,Antelope,USA,75,Sc15-75-03,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
